query_tx_hash,sender_tx_hash,receiver_tx_hash,sender_address,receiver_address,sender_chain,receiver_chain,bridge_type,status,job_id
0x709e84a5b1b8af1bb41f43dbc35df8cf831ff650da2a06f53ee87ba51e274d18,0x709e84a5b1b8af1bb41f43dbc35df8cf831ff650da2a06f53ee87ba51e274d18,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGZlYjU3OGEyZTIwYzNhZjQwYmY2Yzg1M2FmNGQwYjFjODgxZTdmZjZkMDBhYWU3MGI0ZmVjMjI2ZmMxYTRkYTE
0x6d2f19119b4cf903eb1a3cc50db8fafa396997b45b455f0a857e1e9cbeae1dfe,0x6d2f19119b4cf903eb1a3cc50db8fafa396997b45b455f0a857e1e9cbeae1dfe,0x530116138ecebaec217086d5ba047bf5d75435fd612f96b044f7a5c07ccdadff,0xb32740929748ffeeb23506a6cef184c40b5be13d,0xb32740929748ffeeb23506a6cef184c40b5be13d,arb1,hyper-evm,cctpv2,SUCCEEDED,YXJiMS8weDYwYzExNmMyMmEyNzU0YTEwZDczZWVhNmIxNjZhMTA0NGJkYmI5YjI1NmI3MzY5MjIzMDNlOWM2YTJkODE2ZGY
0x6c81022f15e25fee466819aef6c9456b61b88b75c7d7ecccb67e2a8097c4bbd4,0x6c81022f15e25fee466819aef6c9456b61b88b75c7d7ecccb67e2a8097c4bbd4,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDhlZjUxN2Y2ZWQ4ZmQ5OWYxYTNhZTYxMzkwOTc3MWRlNDQxZDdmZTQ2ZDRmMjk3YzM3NDhmYzE3ZjYyYTIwZDI
0xa0ed56333e1201ff4be60ba95eb8b9ba184686918b96d33d25ad4575b5511753,0xa0ed56333e1201ff4be60ba95eb8b9ba184686918b96d33d25ad4575b5511753,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGZkYTRhZTNlZGJlNDgwNzM3NzQ1NmRhZjJiM2UwN2U4NDc5NDNjMjU2NDUxNzM4NmRjZDY5NDRhMDljODIwNmE
0x5086de877e63d8140d230c0f42fc2dbb7f53ee1af8e2d1c1b9692a63108abe97,0x5086de877e63d8140d230c0f42fc2dbb7f53ee1af8e2d1c1b9692a63108abe97,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDU1YjRlNGI0ZWQ0Y2I4OTE5ODEwMGQ5NDQ0NzI3ZTU5ODliOGUyNjM1Zjc5NTRlZjliOGNjYTgyMjgwMTMxMDM
0x5dc0f988259cafb154db8576b4a2d1870a91c167b8699f0886798841b023b660,0x5dc0f988259cafb154db8576b4a2d1870a91c167b8699f0886798841b023b660,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGFhMTIyNmIzZTI1YzYwNDgxYjljNTUxMDkwYmM1ZTFlZjQyZGIxNWMwZThiNTYxY2Q1Y2M2YTBkYmMzZjhmNzI
0x0f6d2eb63e41c7558143d7a3c7f2ffcabe31d159d69d2523f1c9a0e923714e20,0x0f6d2eb63e41c7558143d7a3c7f2ffcabe31d159d69d2523f1c9a0e923714e20,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDQ5NzY2ODJmMTY1ZTEyZTIxZmRkNzI5Yjc4NDFkZDYyMzg5M2ZlZTU2YTI3OTkxNDhlMmRhZmNjMTk2Y2ExYjE
0xc4695453b329ae3a50f2658ed356669ecdd18efa266c5d7e3a38bb647099aadc,0xc4695453b329ae3a50f2658ed356669ecdd18efa266c5d7e3a38bb647099aadc,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDI1MTJkM2E3YzlkMjZlN2RjZGRmMWQ1MmMyMDZhMjdjY2ZkY2E2YWRlMTZmY2Q2OGIwOWQ4ZTA5NDAxZDkyZGU
0x17f92ba7999b950c608bb620b9be457a96ef1c8546b879dfd34f185218dd0479,0x17f92ba7999b950c608bb620b9be457a96ef1c8546b879dfd34f185218dd0479,0x7158d158fa82fdd4654b2903e4d89fc35b51974e16ae5d02ddb5df030077d53d,0x84791118a898975848109b2814e6e083886770d9,0x875d6d37ec55c8cf220b9e5080717549d8aa8eca,arb1,base,cctp,SUCCEEDED,YXJiMS84Mjg5ODk
0xfc0c008277a9fc442c2e855dc957c1d9f1b9fae83f6eb91a39c9ac40cd327863,0xfc0c008277a9fc442c2e855dc957c1d9f1b9fae83f6eb91a39c9ac40cd327863,0x132bebaabd9099a612c84cbe338d5f14694fd1eff5c35ec360e92f009fa77877,0x09b1330e9b793ab5c9701c7bb5a3976dfe64f230,0x09b1330e9b793ab5c9701c7bb5a3976dfe64f230,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weDkxNGFjMDdiOWZjNGFmMGU4ZGRlYTcwYzk3YzJkYjZmZDkyMjE2YTk4NjE0NThiMTcwNGIwMGRhNGZkNWMzMzU
0xf749ad7959585b83f0905465f89a58fef5935867770209ee2e2173c74e1c88cb,0xf749ad7959585b83f0905465f89a58fef5935867770209ee2e2173c74e1c88cb,0xcabcfdec3aa9db0b31d360f29a2bfea09466ecbaa9323fcdbfeda4d93f872beb,0xabbf8aae4c85fc595dc8e25f67b69aa49fae11f6,0x8888887cda4ea73b82535dcdaa8577dedc1a6dd0,arb1,oeth,cctpv2,SUCCEEDED,YXJiMS8weGI0NjhlNWJmNTYwYzUyZDA4ZTU4MDM1NTg3ZGY1NGUxMGNjMzllYzIwODY3NDhkY2M3ZDYzZjdkODIwZmRmNTU
0x18f9e9dd79381000016369d7ce2402b1dc016e6be5b85191fb10a5fcd5ddd88e,0x18f9e9dd79381000016369d7ce2402b1dc016e6be5b85191fb10a5fcd5ddd88e,,0x973efe97a5fb054af9b71307bd9fd504b04d18a4,0xc1062b7c5dc8e4b1df9f200fe360cdc0ed6e7741,arb1,15,cctpv2,PENDING,YXJiMS8weGM2NDNiMTMwMmQzMmEyMjVhOGRiZWVjYjg5ZDU1ZjI3Y2U0YWY2YmU3MjYzNjQzZDE1MzYzNzNmNDFmYzMyMzc
0x4485a90878d458f91d6414951fcfdee2d6a6a59a5b6700267f3ee606f718a008,0x4485a90878d458f91d6414951fcfdee2d6a6a59a5b6700267f3ee606f718a008,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDVlMTQ0NWJhZmY0OTQ3ODFkZGZlMzhmYTU2MzZmM2Y1Mzc3NWYxYjczOTBlNTZlMmY0ZWFiNjUwYTQwZmVlMmM
0x40cfa846f68a21aee8b259978cb863696c82e65f1a69b12e4c5aa874489a562f,0x40cfa846f68a21aee8b259978cb863696c82e65f1a69b12e4c5aa874489a562f,,0xcc6b10d1eb45dce2148e4afa4a83b2fdd6ae2f8c,0xcc6b10d1eb45dce2148e4afa4a83b2fdd6ae2f8c,arb1,15,cctpv2,PENDING,YXJiMS8weDI0NzUzMWRmNjZkMGU0Y2ZiZjg4Mjk4Zjg5ZTdlMzVkMzVhMTFkZjA5MDJkNjEzZDNkMmM0MTRmOTY5NjM0NjU
0x8bf1ef99fc5a25b7382c3b344760f49169c99fc52ed9a753ab24e6da76546473,0x8bf1ef99fc5a25b7382c3b344760f49169c99fc52ed9a753ab24e6da76546473,0xd78abdae569318cfe9113c0e3d4bfe65f7e586ded581f51deb3e2cd6dd5823aa,0x07ca54b301deca9c8bc9af4e4cd6a87531018031,0x09b043840cd2f32687ec6b63fb0412585de39822,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weDFmOTIyMThhN2I4ZDllYTQyYmIxNjA2NWMwMTJlMjBjNmU5ZDNmN2IyNDY0ZGU2Y2FiNWFlNDM4NDI1M2UzODA
0x5b9a7842d22b449e3f790d23c1f193d9a89268d17c55ea24d43b7b05f3858465,0x5b9a7842d22b449e3f790d23c1f193d9a89268d17c55ea24d43b7b05f3858465,,0x90cd6482db861d960804c331ecf8e9da0f599ba2,0xc1062b7c5dc8e4b1df9f200fe360cdc0ed6e7741,arb1,15,cctpv2,PENDING,YXJiMS8weGUwMTY0MzhjNjgzODNiNDFhYjY0MWY1ZmY0NGUxMzMwOTljNTc2YWYwMjQ3ZWUyYzAxYjU4MTdhMzQ2ZmRmZTA
0x2eacdfbfb0edcb7695cd9e734811d58e3a0c3efb6ded61a85821a6e2b1667240,0x2eacdfbfb0edcb7695cd9e734811d58e3a0c3efb6ded61a85821a6e2b1667240,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGRjZDExNzA0ZTU4NTg2MmRmNjI1M2NkYThjMmQ5Yjc2YTQwNTJmYzM0NjFkZGM2NGViYTU2NmZjZDU1ZTdkNTU
0xbaa887d0d5f5ad60a72309983e49c73242e5e26b25877279b1fe70fc0df165da,0xbaa887d0d5f5ad60a72309983e49c73242e5e26b25877279b1fe70fc0df165da,,0xdb476a5fffcb1b35c193370866523b6245440dfa,HuZUzdEhpJC72waLNFXomkxrTYnqXVxYC257s3w4iAZK,arb1,solana,cctpv2,PENDING,YXJiMS8weDI4Y2JlNTZiZjMzMTVjYjBjOTIwNDI5NTBmYWQxZjFiMTEyODM3YjJmMDI0ZGEwNWMxNjgxMWU5ZmEzMmU0Mzg
0xed27e01610413c93f9495528931829dd575f77914f76d6a9eb824255f8c6184a,0xed27e01610413c93f9495528931829dd575f77914f76d6a9eb824255f8c6184a,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDJlODMzMWE0NzQ4N2E2ODViZTAyMjhjN2Y2NjljMjk0NmZmYjc2ZjMxNmFjYjE5OGUzMmI1MmU2Mzk2YWQ5MmQ
0x0224a72905420886fbcb1afce61e4834cb7577e070fab60e158cf0679e55589d,0x0224a72905420886fbcb1afce61e4834cb7577e070fab60e158cf0679e55589d,0xbd3844cf670f0a47b9cd3fd268c55418f2fc47f5de01533f4cd6e77f0e1ae2cd,0x26ce14a363cd7d52a02b996dbac9d7ef47e46662,0x09b043840cd2f32687ec6b63fb0412585de39822,arb1,unichain,cctpv2,SUCCEEDED,YXJiMS8weDI5Y2I1NmY5YjE4ODEwZmViMzM3MWZiNmFjOTk4NmUxOThlYTUxMDBhMjQ1NGMwYzQ1NzQ2YTNlYzU3Mjg1OGY
0x5ea3aa8598882a0014db437b104bf8adda3e9603206bf779f7b6d62673f99555,0x5ea3aa8598882a0014db437b104bf8adda3e9603206bf779f7b6d62673f99555,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDdmM2M4NjlhY2EwMzQ3OGRhODcyMTYwZTNmNmRkZDVmMTRmNDBkYzc5ZGFjYzhiZjVkZWMyNjY2NjQ1ZDg1MTI
0x17878a0a7ddb8738290f896174425330f7e927803db5bc7aa5821f5d9e153788,0x17878a0a7ddb8738290f896174425330f7e927803db5bc7aa5821f5d9e153788,0x09a5111a7254d16d8739b423889bfeb99034cfbd601299f21f9dd300e9c54f34,0xecaa2c11e132d5784b499d43c85a4c694628f253,0xecaa2c11e132d5784b499d43c85a4c694628f253,arb1,oeth,cctpv2,SUCCEEDED,YXJiMS8weDYxNGJiYTcxZWY2ZjM2MzU1ODI2ZTA3YTk3ZjUyY2FmYmVjYWE3MWY4NWZjNDYxMTkyNzJjMTJiN2E2YWE2ZWM
0x776ba39a8fbbfc13c72046a2199559fe67ae46ebe302eabc181624d6004055e9,0x776ba39a8fbbfc13c72046a2199559fe67ae46ebe302eabc181624d6004055e9,,0xf46b7b71bf024c4a7a102fb570c89b03d3ddec92,0xdaee4d2156de6fe6f7d50ca047136d758f96a6f0,arb1,base,cctpv2,PENDING,YXJiMS8weDAyOWVjMzU2YWY3YzExMzM1MGEwMjYzZTc1NTVhNjIxNTljMjkwNDI1NmIzZjIwMGE5NWYxMDM4ZTgwM2RhYmU
0x38d178ec259e1bba7407a51dfb3d23cea3dd61f6f66ad6ee80a5a29cb36d4835,0x38d178ec259e1bba7407a51dfb3d23cea3dd61f6f66ad6ee80a5a29cb36d4835,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDdkYWFkZGJmNTRhM2U3NmNlZDI3ZDE1NDQ1NDhiMzc1NjJlNzVjNzg3ODQ3NTBjNTk0ZWI4YTRkMWRkZjhlODU
0x8f0ca295f037d1bd2bd6c0b6075e6b5ad70226870abb7d4ec488743095f89efd,0x8f0ca295f037d1bd2bd6c0b6075e6b5ad70226870abb7d4ec488743095f89efd,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGNiMmM1N2FkYzhiYTQ0NGI1MGRjZDQyZjQ1NDMzOWI4MzEzMDM1NTI0OGM3Y2NkOGUyODgzMzg0YjhkODRmNWQ
0xf8b4e44fcaaeb5ad5bdb28194971470f743ab7fb728196db9ee0a062f42074e3,0xf8b4e44fcaaeb5ad5bdb28194971470f743ab7fb728196db9ee0a062f42074e3,9894aa791c3fce037b20713056286bbbf54a92ba30d468bc57042cbdef9ba0a2,0x512d8a0cb2d7e82aeffe51e0ea7c717e38c7e6ea,noble13kd6ywakja020hw3vemsvjrsxx2qyru5qz66ha,arb1,noble-1,cctp,SUCCEEDED,YXJiMS84MjkxMzc
0xecb58a4525c8ebefa72a463991e5b8b4c83aa0ec067d0693947ee035e3299568,0xecb58a4525c8ebefa72a463991e5b8b4c83aa0ec067d0693947ee035e3299568,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGI5OWRkMzFiZTZjNDRmZmM2ZmQ5Y2I1YzIzZGJhMTNiMjEyYTdmN2YzOGJhMjY5Nzc4YTg4NjhmNmQ3MTVjZTU
0xb77e087cdcfb99e21b4f09664df1c8258ab8ecd4155fcae88de7b4815ffbebc9,0xb77e087cdcfb99e21b4f09664df1c8258ab8ecd4155fcae88de7b4815ffbebc9,,0x775d313d7a6e59f5b7ac37b4c562f3e7a92f9f87,0xc1062b7c5dc8e4b1df9f200fe360cdc0ed6e7741,arb1,15,cctpv2,PENDING,YXJiMS8weGE0ZTI5MzE5MDViZmZlZDA0MjQxODVmMTkwYzljNmU3NzAxNGYxNjFlN2I4NTA4MDk3NDAxZWQxZmE1M2E0Mzc
0x9ad23e8a08425dbc8b53f4c233c131bd454ddc9fc5174dc4fc4e4492f69578de,0x9ad23e8a08425dbc8b53f4c233c131bd454ddc9fc5174dc4fc4e4492f69578de,0x72e4eb2ff668887cef97694d4d8951776d3fa864a41c2ea4482924d233e0a026,0x02cdea52d63125371bd5578e7234f48c38093f10,0x02cdea52d63125371bd5578e7234f48c38093f10,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weGQxZTllZGVlMTk2OTliZjQwMWNmNzUyZTZkZmJlNTY1MWY5NGMwYjM2YWQwMjM0NDBjOTVhMmZhNjRmZDk1MGE
0x3d11202e2c18f2171f2539869dd87902835a084938a6884b02a4e34bf4a09f1e,0x3d11202e2c18f2171f2539869dd87902835a084938a6884b02a4e34bf4a09f1e,GAgoRbsLuaNKSk61YtZ5aobbhBcdsk2L1PeqAkpKZNPX,0xda0aaa4714da2ef96b3c619d0fb3227ad3927481,0xfc054d29674db704dd6a62a9fc90bd018da88a638317ff646d82575cfc8f15bf,arb1,sui,cctp,SUCCEEDED,YXJiMS84MjkwMDA
0x982b42eedafe591c057ee60723e286dda89053e7b4d4084073e27ab7bac194de,0x982b42eedafe591c057ee60723e286dda89053e7b4d4084073e27ab7bac194de,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGEyYjFiZTQzMDFkZThkZTIxNWMzNjM4ODcwYWE3MWNlY2IwN2Y4OWJiYWViMzk1MjAxY2YyYmUxZDFhMDk2ZTU
0xee4df289fd695f851e10dad2a0fbef23424d79cb55fa401b66230c04cf86bccf,0xee4df289fd695f851e10dad2a0fbef23424d79cb55fa401b66230c04cf86bccf,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGEyOGZlNzE1MmZiZDBkZTdjZDMwZTk2YzIwZWJmNmU4ZjcwNjY4MDU4MWM4ZmJiMzQ0MmFhMmJiNWEyODg1NjU
0xf65f86d17c8ad031f892709b912b06b8a9cff5a2f5b8ae657e2ea7200670ce2a,0xf65f86d17c8ad031f892709b912b06b8a9cff5a2f5b8ae657e2ea7200670ce2a,0xf372561faa1df414b544e6a2d74177206273bf7aa1d501a4047b0e2f414c8753,0x9a8f92a830a5cb89a3816e3d267cb7791c16b04d,0x9a8f92a830a5cb89a3816e3d267cb7791c16b04d,arb1,oeth,cctpv2,SUCCEEDED,YXJiMS8weGY0OWRmYzAxZjkwYTFkZWEwOGQyNjE5ZDBmMjZhMjMwMTJlYjI0Y2M2NmZiMmYwYmJiNzRmMTY0Y2RlZmZkNGU
0xa045224d7698e6a4e53270f9400a3d1a67c0bf0e5818cd1361808ba42d4999b3,0xa045224d7698e6a4e53270f9400a3d1a67c0bf0e5818cd1361808ba42d4999b3,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGNiZDZjZjc1MTU4Yzk4MjM5MTRiZDU5MGE5NDg5NWJjN2Q3MWMxMjBmMzIzMWZmMTU4YWI4NTg0NTUzYWFlYjA
0xe6ccdf3ee074f8c56a557e6386ca8b62aed0c2ffdb2b2381a00747dff785a2e2,0xe6ccdf3ee074f8c56a557e6386ca8b62aed0c2ffdb2b2381a00747dff785a2e2,0xbeecf63119950959866d22067f9254de30861fc92953dfbe0b87f9ff898d5c92,0xf483d455817ba1c5711f1cf2c8fc0b2439fba2fe,0xf483d455817ba1c5711f1cf2c8fc0b2439fba2fe,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weDQzZWUwZTZmMDc4ZTYxMTg3MzliMzc4NmI2MmZhZmJlZWU1MWM5YzE4YmIzOWYwZjJlNGU0MGRlNWM4YmE4MjE
0x5672fb8bed92f4caed59a4f8cf02fcc5d128332c0b86a1270fa42605f69b5a1a,0x5672fb8bed92f4caed59a4f8cf02fcc5d128332c0b86a1270fa42605f69b5a1a,,0xb0681167999f778a0523ee1ecd78fcf12549b591,0xc1062b7c5dc8e4b1df9f200fe360cdc0ed6e7741,arb1,15,cctpv2,PENDING,YXJiMS8weGJlZGU3Zjk4ZjdlZDgzOTIyNTliYzAwZGY1OTBhNDUzNzYyMzNmMzZjMDQ3OTgxZGNiZTc0M2YwM2Y3ZDQxNjA
0x47831a60aa4f312539f045623512a91c095ebf42890e95b14f08a6030e6d159f,0x47831a60aa4f312539f045623512a91c095ebf42890e95b14f08a6030e6d159f,0x59bd3139b0d6746a711414898d39739bac414488bc224f4a18c230dac6a7cbf0,0x6d019dd7719182be417d2f22406f7a13d5992711,0x875d6d37ec55c8cf220b9e5080717549d8aa8eca,arb1,base,cctp,SUCCEEDED,YXJiMS84Mjg5NjU
0x026b6db914a092b9ee48bb413923c66af552179e932907f3ba21e8519fec053d,0x026b6db914a092b9ee48bb413923c66af552179e932907f3ba21e8519fec053d,0x68cce728c2287b09c21aff4db59630d901d57aa45d9e68542b14dab13f17fb97,0xf066cc9626b632af97301e857f99362717591fd9,0xf066cc9626b632af97301e857f99362717591fd9,arb1,hyper-evm,cctpv2,SUCCEEDED,YXJiMS8weDQ2MDE3ZmRhNTUwNmE4MmVkNDJjYmE1NmM2OWQ5MTc4NDViOTY3ODc2Mjk1YThkNDIxMGNlZGJjMDBiMjNjMGM
0xd4a5a48692ba6c5718a61728d37c6a93acec02148e819eaa64dd7b142fb0dfe5,0xd4a5a48692ba6c5718a61728d37c6a93acec02148e819eaa64dd7b142fb0dfe5,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weGI0NjYyN2YzOGY5NWYzOGU3ZmRmMGNhMWYxYTVkZTg4ZDgzNGE2ZDY0Mzg2NDhhYzFmZDFjMjBmMzJlZDcyNjQ
0x13131beb61e0db607de5e7cb14281b25f7e113a9bdfb5a66aa73c20e2a2d1a1e,0x13131beb61e0db607de5e7cb14281b25f7e113a9bdfb5a66aa73c20e2a2d1a1e,0x4d67c26bb2c53f72cc82d2f3b5087b319560a872e92a3cb92a1887a609e676b4,0x6d019dd7719182be417d2f22406f7a13d5992711,0x875d6d37ec55c8cf220b9e5080717549d8aa8eca,arb1,base,cctp,SUCCEEDED,YXJiMS84Mjg5NTM
0x64200aa41ec57bbe1fb60151f946ccc3690e3155d39479b91bdfd4a391902e01,0x64200aa41ec57bbe1fb60151f946ccc3690e3155d39479b91bdfd4a391902e01,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDNkMGQ0MWJlYzczNGE3OGEyYzI4OTcxYWRhNGE2ZGUwN2JlYzRhOWYyNmNkYzhjZGM5NTc5Yzk4MDQ0MmEzMDM
0x73a9eb6c23ab2979acd5983b6d8f202c34c66991b30a795cfcb22963499b3b0e,0x73a9eb6c23ab2979acd5983b6d8f202c34c66991b30a795cfcb22963499b3b0e,0x4682f471dd33e6364f06d7dba6b234e5358ca8e833a418b889396a3ae2252489,0xd58aa88246a1cf56a48e8e184405bd7ef0be7b83,0x5c097ade814d3733afe7dcb22bab37625c584507,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weDY5MTQ2OGUxNjhjMGIzYWY2YTdlODYzZDA1YTg1NmM3M2VjY2RkNWRjNDFkNjdmZjA3OWI0Y2RiMzQ0OGZkNDg
0x2e5a663fb19845632b58b04039c1dad6f60d7778d07fbda09714141ab3fef485,0x2e5a663fb19845632b58b04039c1dad6f60d7778d07fbda09714141ab3fef485,,0xd5f2bd9e4c1c925351c43912829239db5514b01d,0xc1062b7c5dc8e4b1df9f200fe360cdc0ed6e7741,arb1,15,cctpv2,PENDING,YXJiMS8weDhmZGRlOWQ2MjA5ZjJiYTkxYmU1ZjcxMzU1MzQzZGZjZmI1NDAzOWNjMjBkYWJkMDgyMmZiY2Y4ZDY5ZGQwYTc
0x957a8e0552c3c7549172d87bc46556f2b020c5441532e36ef146d8135d94eed2,0x957a8e0552c3c7549172d87bc46556f2b020c5441532e36ef146d8135d94eed2,,0xe7344cbbf8f7dd489592b4a14268b0d48ecff01b,0xe7344cbbf8f7dd489592b4a14268b0d48ecff01b,arb1,15,cctpv2,PENDING,YXJiMS8weDNjOGRjZWRmOWFlMDBlYWUyZWY5MjIwYzRiNWZkNjE5Yzk0N2VmMWMyNDRjNGJhNDI2MTk5ODM1Yjk0OWFhOWI
0x41317cd51b66592960e71c9d941712a9b5159f3089fc93c44526d37f30c77791,0x41317cd51b66592960e71c9d941712a9b5159f3089fc93c44526d37f30c77791,0x905cce059d2c51baa8ea526bccdf5ba8ac0bf7f544a6796086f438e5a73b7186,0xb9c967aa41292ff7afe2adcd0ee04d302a88e8dd,0xb9c967aa41292ff7afe2adcd0ee04d302a88e8dd,arb1,plume,cctpv2,SUCCEEDED,YXJiMS8weDA4NWNhZjEwMWY5ZmI4YTMzZmQxMGU3YTY1YzAwZDg2OGE0YWQyMDUwNTUxNDRlNWU5MzI3MzljMjdlZTNjOGU
0x372706991b100a38371abd44a6452c865e1224e16bd541c4edcb60fca58ca478,0x372706991b100a38371abd44a6452c865e1224e16bd541c4edcb60fca58ca478,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDhhNDgzOGMwZmI0MzM3NjNlNWMwM2YzZDc4OWVlNGUyNWJjMmM0ZjczNzI2MWY4MDFhOTE5ZDFmMzFiOGViNjA
0x79feff9266120cd0006ee587aad35db732110ee6f0e001764b194fd910f3397b,0x79feff9266120cd0006ee587aad35db732110ee6f0e001764b194fd910f3397b,0x0593e98a9d6233d4558d00367f0ac4af90e7fd53071b319e71a58034247b7da9,0xadd62287c10d90f65fd3bf8bf94183df115c030a,0xadd62287c10d90f65fd3bf8bf94183df115c030a,arb1,pol,cctpv2,SUCCEEDED,YXJiMS8weDYxODYxYmJiYTJlMmQ3NzljMWQ3NzhkNDVhZDE4MGQ2MzMyNGY4YzNiODM3YmNjMWE2ODM5NmM5ZWM2ZmNmZjA
0x38ac49a8be0736fab39ffb4bc42313161f0115163df793a33d657e8a281ed4a0,0x38ac49a8be0736fab39ffb4bc42313161f0115163df793a33d657e8a281ed4a0,0xca33f5f477ec18c6cfdd377bad74a8039ba62da75a531fd68b8d4732d554ba44,0xf066cc9626b632af97301e857f99362717591fd9,0xf066cc9626b632af97301e857f99362717591fd9,arb1,hyper-evm,cctpv2,SUCCEEDED,YXJiMS8weGU0ZjIwYjJhM2MyMjZjYzFlOWZjNzViOGQyMDZmY2RjZmEwYzM5ZDIxNWM1MWZhZTAwOWY4Y2QxNGQ3ZWQ3ODM
0x2ba344c1cf93c6ae587e2114c6693d2638ce79b3306a42d6f58b7d75a304008a,0x2ba344c1cf93c6ae587e2114c6693d2638ce79b3306a42d6f58b7d75a304008a,,0xa0c85ffaff895c0cf5aed1993dc6e3195adf593b,0x047669ebb4ec165d2bd5e78706e9aede04bf095a,arb1,eth,cctpv2,PENDING,YXJiMS8weDkwZDMwYWYxZDY2OTMzMmZhYTBiZGZmNzg0ZmY5ODM4ZDNmYTUwOTExZjllNGJiOTU2Y2U0OTA5ZThlM2I5ZmI
0x6f01549723f819b58e222d83b88d9816f60773c8955681816461a992355703c5,0x6f01549723f819b58e222d83b88d9816f60773c8955681816461a992355703c5,0xcd9485c72ff63a97b32d0a2ac0696bc2c4c0c8ef59ca32258c1ab66fb4bae973,0x8d088c2fd4db8ad9e887166c51a6612ef1336671,0x8d088c2fd4db8ad9e887166c51a6612ef1336671,arb1,base,cctpv2,SUCCEEDED,YXJiMS8weDljNjdiNDgwZjVhNDI0NjQ5MTY3ZTE0MDU1Nzk4YzBlNzkxYThlMzBiYWIyYmZhNmMwMzEzZDhlODYyZTIxNzM
